releaseDate,FIPS,county,state,NONE,D0,D1,D2,D3,D4,validStart,validEnd,domStatisticFormatID
9/2/14,6025,Imperial County,CA,0,100,100,70.49,0.04,0,9/2/14,9/8/14,1
9/2/14,6027,Inyo County,CA,0,100,100,100,80.96,3.52,9/2/14,9/8/14,1
9/2/14,6029,Kern County,CA,0,100,100,100,100,77.68,9/2/14,9/8/14,1
9/2/14,6031,Kings County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6033,Lake County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6035,Lassen County,CA,0,100,100,100,100,63.3,9/2/14,9/8/14,1
9/2/14,6037,Los Angeles County,CA,0,100,100,100,100,87.92,9/2/14,9/8/14,1
9/2/14,6039,Madera County,CA,0,100,100,100,100,99.15,9/2/14,9/8/14,1
9/2/14,6041,Marin County,CA,0,100,100,100,100,8.04,9/2/14,9/8/14,1
9/2/14,6043,Mariposa County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6045,Mendocino County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6047,Merced County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6049,Modoc County,CA,0,100,100,100,100,0,9/2/14,9/8/14,1
9/2/14,6051,Mono County,CA,0,100,100,100,100,0.97,9/2/14,9/8/14,1
9/2/14,6053,Monterey County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6055,Napa County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6057,Nevada County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6059,Orange County,CA,0,100,100,100,100,75.55,9/2/14,9/8/14,1
9/2/14,6061,Placer County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6063,Plumas County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6065,Riverside County,CA,0,100,100,76.29,34.43,0.33,9/2/14,9/8/14,1
9/2/14,6067,Sacramento County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6069,San Benito County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6071,San Bernardino County,CA,0,100,100,79.2,23.54,0.57,9/2/14,9/8/14,1
9/2/14,6073,San Diego County,CA,0,100,100,100,90.12,0,9/2/14,9/8/14,1
9/2/14,6075,San Francisco County,CA,0,100,100,100,100,93.85,9/2/14,9/8/14,1
9/2/14,6077,San Joaquin County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6079,San Luis Obispo County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6081,San Mateo County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6083,Santa Barbara County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6085,Santa Clara County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6087,Santa Cruz County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6089,Shasta County,CA,0,100,100,100,100,99.25,9/2/14,9/8/14,1
9/2/14,6091,Sierra County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6093,Siskiyou County,CA,0,100,100,100,95.17,15.66,9/2/14,9/8/14,1
9/2/14,6095,Solano County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6097,Sonoma County,CA,0,100,100,100,100,98.32,9/2/14,9/8/14,1
9/2/14,6099,Stanislaus County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6101,Sutter County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6103,Tehama County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6105,Trinity County,CA,0,100,100,100,100,98.51,9/2/14,9/8/14,1
9/2/14,6107,Tulare County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6109,Tuolumne County,CA,0,100,100,100,100,93.37,9/2/14,9/8/14,1
9/2/14,6111,Ventura County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6113,Yolo County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
9/2/14,6115,Yuba County,CA,0,100,100,100,100,100,9/2/14,9/8/14,1
8/26/14,6001,Alameda County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6003,Alpine County,CA,0,100,100,100,100,78.02,8/26/14,9/1/14,1
8/26/14,6005,Amador County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6007,Butte County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6009,Calaveras County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6011,Colusa County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6013,Contra Costa County,CA,0,100,100,100,100,99.85,8/26/14,9/1/14,1
8/26/14,6015,Del Norte County,CA,0,100,100,100,0,0,8/26/14,9/1/14,1
8/26/14,6017,El Dorado County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6019,Fresno County,CA,0,100,100,100,100,99.73,8/26/14,9/1/14,1
8/26/14,6021,Glenn County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6023,Humboldt County,CA,0,100,100,100,93.99,73.01,8/26/14,9/1/14,1
8/26/14,6025,Imperial County,CA,0,100,100,70.49,0.04,0,8/26/14,9/1/14,1
8/26/14,6027,Inyo County,CA,0,100,100,100,80.96,3.52,8/26/14,9/1/14,1
8/26/14,6029,Kern County,CA,0,100,100,100,100,77.68,8/26/14,9/1/14,1
8/26/14,6031,Kings County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6033,Lake County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6035,Lassen County,CA,0,100,100,100,100,63.3,8/26/14,9/1/14,1
8/26/14,6037,Los Angeles County,CA,0,100,100,100,100,87.92,8/26/14,9/1/14,1
8/26/14,6039,Madera County,CA,0,100,100,100,100,99.15,8/26/14,9/1/14,1
8/26/14,6041,Marin County,CA,0,100,100,100,100,8.04,8/26/14,9/1/14,1
8/26/14,6043,Mariposa County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6045,Mendocino County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6047,Merced County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6049,Modoc County,CA,0,100,100,100,100,0,8/26/14,9/1/14,1
8/26/14,6051,Mono County,CA,0,100,100,100,100,0.97,8/26/14,9/1/14,1
8/26/14,6053,Monterey County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6055,Napa County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6057,Nevada County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6059,Orange County,CA,0,100,100,100,100,75.55,8/26/14,9/1/14,1
8/26/14,6061,Placer County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6063,Plumas County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6065,Riverside County,CA,0,100,100,76.29,34.43,0.33,8/26/14,9/1/14,1
8/26/14,6067,Sacramento County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6069,San Benito County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6071,San Bernardino County,CA,0,100,100,79.2,23.54,0.57,8/26/14,9/1/14,1
8/26/14,6073,San Diego County,CA,0,100,100,100,90.12,0,8/26/14,9/1/14,1
8/26/14,6075,San Francisco County,CA,0,100,100,100,100,93.85,8/26/14,9/1/14,1
8/26/14,6077,San Joaquin County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6079,San Luis Obispo County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6081,San Mateo County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6085,Santa Clara County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6087,Santa Cruz County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6089,Shasta County,CA,0,100,100,100,100,99.25,8/26/14,9/1/14,1
8/26/14,6091,Sierra County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6093,Siskiyou County,CA,0,100,100,100,95.17,15.66,8/26/14,9/1/14,1
8/26/14,6095,Solano County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6097,Sonoma County,CA,0,100,100,100,100,98.32,8/26/14,9/1/14,1
8/26/14,6099,Stanislaus County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6101,Sutter County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6103,Tehama County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6105,Trinity County,CA,0,100,100,100,100,98.51,8/26/14,9/1/14,1
8/26/14,6107,Tulare County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6109,Tuolumne County,CA,0,100,100,100,100,93.37,8/26/14,9/1/14,1
8/26/14,6111,Ventura County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6113,Yolo County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/26/14,6115,Yuba County,CA,0,100,100,100,100,100,8/26/14,9/1/14,1
8/19/14,6001,Alameda County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6003,Alpine County,CA,0,100,100,100,100,78.02,8/19/14,8/25/14,1
8/19/14,6005,Amador County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6007,Butte County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6009,Calaveras County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6011,Colusa County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6013,Contra Costa County,CA,0,100,100,100,100,99.85,8/19/14,8/25/14,1
8/19/14,6015,Del Norte County,CA,0,100,100,100,0,0,8/19/14,8/25/14,1
8/19/14,6017,El Dorado County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6019,Fresno County,CA,0,100,100,100,100,99.73,8/19/14,8/25/14,1
8/19/14,6021,Glenn County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6023,Humboldt County,CA,0,100,100,100,93.99,73.01,8/19/14,8/25/14,1
8/19/14,6025,Imperial County,CA,0,100,100,95.38,0.04,0,8/19/14,8/25/14,1
8/19/14,6027,Inyo County,CA,0,100,100,100,80.96,3.52,8/19/14,8/25/14,1
8/19/14,6029,Kern County,CA,0,100,100,100,100,77.68,8/19/14,8/25/14,1
8/19/14,6031,Kings County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6033,Lake County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6035,Lassen County,CA,0,100,100,100,100,63.3,8/19/14,8/25/14,1
8/19/14,6037,Los Angeles County,CA,0,100,100,100,100,87.92,8/19/14,8/25/14,1
8/19/14,6039,Madera County,CA,0,100,100,100,100,99.15,8/19/14,8/25/14,1
8/19/14,6041,Marin County,CA,0,100,100,100,100,8.04,8/19/14,8/25/14,1
8/19/14,6043,Mariposa County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6045,Mendocino County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6047,Merced County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6049,Modoc County,CA,0,100,100,100,100,0,8/19/14,8/25/14,1
8/19/14,6051,Mono County,CA,0,100,100,100,100,0.97,8/19/14,8/25/14,1
8/19/14,6053,Monterey County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6055,Napa County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6057,Nevada County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6059,Orange County,CA,0,100,100,100,100,75.55,8/19/14,8/25/14,1
8/19/14,6061,Placer County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6063,Plumas County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6065,Riverside County,CA,0,100,100,93.7,34.43,0.33,8/19/14,8/25/14,1
8/19/14,6067,Sacramento County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6069,San Benito County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6071,San Bernardino County,CA,0,100,100,84.36,23.54,0.57,8/19/14,8/25/14,1
8/19/14,6073,San Diego County,CA,0,100,100,100,90.12,0,8/19/14,8/25/14,1
8/19/14,6075,San Francisco County,CA,0,100,100,100,100,93.85,8/19/14,8/25/14,1
8/19/14,6077,San Joaquin County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6079,San Luis Obispo County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6081,San Mateo County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6085,Santa Clara County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6087,Santa Cruz County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6089,Shasta County,CA,0,100,100,100,100,99.25,8/19/14,8/25/14,1
8/19/14,6091,Sierra County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6093,Siskiyou County,CA,0,100,100,100,95.17,15.66,8/19/14,8/25/14,1
8/19/14,6095,Solano County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6097,Sonoma County,CA,0,100,100,100,100,98.32,8/19/14,8/25/14,1
8/19/14,6099,Stanislaus County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6101,Sutter County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6103,Tehama County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6105,Trinity County,CA,0,100,100,100,100,98.51,8/19/14,8/25/14,1
8/19/14,6107,Tulare County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6109,Tuolumne County,CA,0,100,100,100,100,93.37,8/19/14,8/25/14,1
8/19/14,6111,Ventura County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6113,Yolo County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/19/14,6115,Yuba County,CA,0,100,100,100,100,100,8/19/14,8/25/14,1
8/12/14,6001,Alameda County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6003,Alpine County,CA,0,100,100,100,100,78.02,8/12/14,8/18/14,1
8/12/14,6005,Amador County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6007,Butte County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6009,Calaveras County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6011,Colusa County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6013,Contra Costa County,CA,0,100,100,100,100,99.85,8/12/14,8/18/14,1
8/12/14,6015,Del Norte County,CA,0,100,100,100,0,0,8/12/14,8/18/14,1
8/12/14,6017,El Dorado County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6019,Fresno County,CA,0,100,100,100,100,99.73,8/12/14,8/18/14,1
8/12/14,6021,Glenn County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6023,Humboldt County,CA,0,100,100,100,93.99,73.01,8/12/14,8/18/14,1
8/12/14,6025,Imperial County,CA,0,100,100,100,0.04,0,8/12/14,8/18/14,1
8/12/14,6027,Inyo County,CA,0,100,100,100,80.96,3.52,8/12/14,8/18/14,1
8/12/14,6029,Kern County,CA,0,100,100,100,100,77.68,8/12/14,8/18/14,1
8/12/14,6031,Kings County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6033,Lake County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6035,Lassen County,CA,0,100,100,100,100,63.3,8/12/14,8/18/14,1
8/12/14,6037,Los Angeles County,CA,0,100,100,100,100,87.92,8/12/14,8/18/14,1
8/12/14,6039,Madera County,CA,0,100,100,100,100,99.15,8/12/14,8/18/14,1
8/12/14,6041,Marin County,CA,0,100,100,100,100,8.04,8/12/14,8/18/14,1
8/12/14,6043,Mariposa County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6045,Mendocino County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6047,Merced County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6049,Modoc County,CA,0,100,100,100,100,0,8/12/14,8/18/14,1
8/12/14,6051,Mono County,CA,0,100,100,100,100,0.97,8/12/14,8/18/14,1
8/12/14,6053,Monterey County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6055,Napa County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6057,Nevada County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6059,Orange County,CA,0,100,100,100,100,75.55,8/12/14,8/18/14,1
8/12/14,6061,Placer County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6063,Plumas County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6065,Riverside County,CA,0,100,100,99.9,34.43,0.33,8/12/14,8/18/14,1
8/12/14,6067,Sacramento County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6069,San Benito County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6071,San Bernardino County,CA,0,100,100,98.45,23.54,0.57,8/12/14,8/18/14,1
8/12/14,6073,San Diego County,CA,0,100,100,100,90.12,0,8/12/14,8/18/14,1
8/12/14,6075,San Francisco County,CA,0,100,100,100,100,93.85,8/12/14,8/18/14,1
8/12/14,6077,San Joaquin County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6079,San Luis Obispo County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6081,San Mateo County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6085,Santa Clara County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6087,Santa Cruz County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6089,Shasta County,CA,0,100,100,100,100,99.25,8/12/14,8/18/14,1
8/12/14,6091,Sierra County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6093,Siskiyou County,CA,0,100,100,100,95.24,15.66,8/12/14,8/18/14,1
8/12/14,6095,Solano County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6097,Sonoma County,CA,0,100,100,100,100,98.32,8/12/14,8/18/14,1
8/12/14,6099,Stanislaus County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6101,Sutter County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6103,Tehama County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6105,Trinity County,CA,0,100,100,100,100,98.51,8/12/14,8/18/14,1
8/12/14,6107,Tulare County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6109,Tuolumne County,CA,0,100,100,100,100,93.37,8/12/14,8/18/14,1
8/12/14,6111,Ventura County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6113,Yolo County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/12/14,6115,Yuba County,CA,0,100,100,100,100,100,8/12/14,8/18/14,1
8/5/14,6001,Alameda County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6003,Alpine County,CA,0,100,100,100,100,78.02,8/5/14,8/11/14,1
8/5/14,6005,Amador County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6007,Butte County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6009,Calaveras County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6011,Colusa County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6013,Contra Costa County,CA,0,100,100,100,100,99.85,8/5/14,8/11/14,1
8/5/14,6015,Del Norte County,CA,0,100,100,100,0,0,8/5/14,8/11/14,1
8/5/14,6017,El Dorado County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6019,Fresno County,CA,0,100,100,100,100,99.73,8/5/14,8/11/14,1
8/5/14,6021,Glenn County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6023,Humboldt County,CA,0,100,100,100,93.99,73.01,8/5/14,8/11/14,1
8/5/14,6025,Imperial County,CA,0,100,100,100,0.04,0,8/5/14,8/11/14,1
8/5/14,6027,Inyo County,CA,0,100,100,100,80.96,3.52,8/5/14,8/11/14,1
8/5/14,6029,Kern County,CA,0,100,100,100,100,77.68,8/5/14,8/11/14,1
8/5/14,6031,Kings County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6033,Lake County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6035,Lassen County,CA,0,100,100,100,100,63.3,8/5/14,8/11/14,1
8/5/14,6037,Los Angeles County,CA,0,100,100,100,100,87.92,8/5/14,8/11/14,1
8/5/14,6039,Madera County,CA,0,100,100,100,100,99.15,8/5/14,8/11/14,1
8/5/14,6041,Marin County,CA,0,100,100,100,100,8.04,8/5/14,8/11/14,1
8/5/14,6043,Mariposa County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6045,Mendocino County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6047,Merced County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6049,Modoc County,CA,0,100,100,100,100,0,8/5/14,8/11/14,1
8/5/14,6051,Mono County,CA,0,100,100,100,100,0.97,8/5/14,8/11/14,1
8/5/14,6053,Monterey County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6055,Napa County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6057,Nevada County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6059,Orange County,CA,0,100,100,100,100,75.55,8/5/14,8/11/14,1
8/5/14,6061,Placer County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6063,Plumas County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6065,Riverside County,CA,0,100,100,99.9,34.43,0.33,8/5/14,8/11/14,1
8/5/14,6067,Sacramento County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6069,San Benito County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6071,San Bernardino County,CA,0,100,100,98.45,23.54,0.57,8/5/14,8/11/14,1
8/5/14,6073,San Diego County,CA,0,100,100,100,90.12,0,8/5/14,8/11/14,1
8/5/14,6075,San Francisco County,CA,0,100,100,100,100,93.85,8/5/14,8/11/14,1
8/5/14,6077,San Joaquin County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6079,San Luis Obispo County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6081,San Mateo County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6083,Santa Barbara County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6085,Santa Clara County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6087,Santa Cruz County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6089,Shasta County,CA,0,100,100,100,100,99.25,8/5/14,8/11/14,1
8/5/14,6091,Sierra County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6093,Siskiyou County,CA,0,100,100,100,95.24,15.66,8/5/14,8/11/14,1
8/5/14,6095,Solano County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6097,Sonoma County,CA,0,100,100,100,100,98.32,8/5/14,8/11/14,1
8/5/14,6099,Stanislaus County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6101,Sutter County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6103,Tehama County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6105,Trinity County,CA,0,100,100,100,100,98.51,8/5/14,8/11/14,1
8/5/14,6107,Tulare County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6109,Tuolumne County,CA,0,100,100,100,100,93.37,8/5/14,8/11/14,1
8/5/14,6111,Ventura County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6113,Yolo County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
8/5/14,6115,Yuba County,CA,0,100,100,100,100,100,8/5/14,8/11/14,1
7/29/14,6001,Alameda County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6003,Alpine County,CA,0,100,100,100,100,78.02,7/29/14,8/4/14,1
7/29/14,6005,Amador County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6007,Butte County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6009,Calaveras County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6011,Colusa County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6013,Contra Costa County,CA,0,100,100,100,100,99.85,7/29/14,8/4/14,1
7/29/14,6015,Del Norte County,CA,0,100,100,100,0,0,7/29/14,8/4/14,1
7/29/14,6017,El Dorado County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6019,Fresno County,CA,0,100,100,100,100,99.73,7/29/14,8/4/14,1
7/29/14,6021,Glenn County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6023,Humboldt County,CA,0,100,100,100,93.99,73.01,7/29/14,8/4/14,1
7/29/14,6025,Imperial County,CA,0,100,100,100,0.04,0,7/29/14,8/4/14,1
7/29/14,6027,Inyo County,CA,0,100,100,100,80.96,3.52,7/29/14,8/4/14,1
7/29/14,6029,Kern County,CA,0,100,100,100,100,77.68,7/29/14,8/4/14,1
7/29/14,6031,Kings County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6033,Lake County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6035,Lassen County,CA,0,100,100,100,100,63.3,7/29/14,8/4/14,1
7/29/14,6037,Los Angeles County,CA,0,100,100,100,100,87.92,7/29/14,8/4/14,1
7/29/14,6039,Madera County,CA,0,100,100,100,100,99.15,7/29/14,8/4/14,1
7/29/14,6041,Marin County,CA,0,100,100,100,100,8.04,7/29/14,8/4/14,1
7/29/14,6043,Mariposa County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6045,Mendocino County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6047,Merced County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6049,Modoc County,CA,0,100,100,100,98.99,0,7/29/14,8/4/14,1
7/29/14,6051,Mono County,CA,0,100,100,100,100,0.97,7/29/14,8/4/14,1
7/29/14,6053,Monterey County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6055,Napa County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
7/29/14,6057,Nevada County,CA,0,100,100,100,100,100,7/29/14,8/4/14,1
