releaseDate,FIPS,county,state,NONE,D0,D1,D2,D3,D4,validStart,validEnd,domStatisticFormatID
"2014-01-21","06001","Alameda County","CA","0.00","100.00","100.00","100.00","100.00","0.00","2014-01-21","2014-01-27","1"
"2014-01-14","06001","Alameda County","CA","0.00","100.00","100.00","100.00","100.00","0.00","2014-01-14","2014-01-20","1"
"2014-01-07","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2014-01-07","2014-01-13","1"
"2013-12-31","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2013-12-31","2014-01-06","1"
"2013-12-24","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2013-12-24","2013-12-30","1"
"2013-12-17","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2013-12-17","2013-12-23","1"
"2013-12-10","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2013-12-10","2013-12-16","1"
"2013-12-03","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2013-12-03","2013-12-09","1"
"2013-11-26","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2013-11-26","2013-12-02","1"
"2013-11-19","06001","Alameda County","CA","0.00","100.00","100.00","100.00","6.91","0.00","2013-11-19","2013-11-25","1"
"2013-11-12","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-11-12","2013-11-18","1"
"2013-11-05","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-11-05","2013-11-11","1"
"2013-10-29","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-10-29","2013-11-04","1"
"2013-10-22","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-10-22","2013-10-28","1"
"2013-10-15","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-10-15","2013-10-21","1"
"2013-10-08","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-10-08","2013-10-14","1"
"2013-10-01","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-10-01","2013-10-07","1"
"2013-09-24","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-09-24","2013-09-30","1"
"2013-09-17","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-09-17","2013-09-23","1"
"2013-09-10","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-09-10","2013-09-16","1"
"2013-09-03","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-09-03","2013-09-09","1"
"2013-08-27","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-08-27","2013-09-02","1"
"2013-08-20","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-08-20","2013-08-26","1"
"2013-08-13","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-08-13","2013-08-19","1"
"2013-08-06","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-08-06","2013-08-12","1"
"2013-07-30","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-07-30","2013-08-05","1"
"2013-07-23","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-07-23","2013-07-29","1"
"2013-07-16","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-07-16","2013-07-22","1"
"2013-07-09","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-07-09","2013-07-15","1"
"2013-07-02","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-07-02","2013-07-08","1"
"2013-06-25","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2013-06-25","2013-07-01","1"
"2013-06-18","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2013-06-18","2013-06-24","1"
"2013-06-11","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2013-06-11","2013-06-17","1"
"2013-06-04","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2013-06-04","2013-06-10","1"
"2013-05-28","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2013-05-28","2013-06-03","1"
"2013-05-21","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2013-05-21","2013-05-27","1"
"2013-05-14","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2013-05-14","2013-05-20","1"
"2013-05-07","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2013-05-07","2013-05-13","1"
"2013-04-30","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-04-30","2013-05-06","1"
"2013-04-23","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-04-23","2013-04-29","1"
"2013-04-16","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-04-16","2013-04-22","1"
"2013-04-09","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-04-09","2013-04-15","1"
"2013-04-02","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-04-02","2013-04-08","1"
"2013-03-26","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-03-26","2013-04-01","1"
"2013-03-19","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-03-19","2013-03-25","1"
"2013-03-12","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-03-12","2013-03-18","1"
"2013-03-05","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-03-05","2013-03-11","1"
"2013-02-26","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2013-02-26","2013-03-04","1"
"2013-02-19","06001","Alameda County","CA","10.90","89.10","0.00","0.00","0.00","0.00","2013-02-19","2013-02-25","1"
"2013-02-12","06001","Alameda County","CA","100.00","0.00","0.00","0.00","0.00","0.00","2013-02-12","2013-02-18","1"
"2013-02-05","06001","Alameda County","CA","100.00","0.00","0.00","0.00","0.00","0.00","2013-02-05","2013-02-11","1"
"2013-01-29","06001","Alameda County","CA","100.00","0.00","0.00","0.00","0.00","0.00","2013-01-29","2013-02-04","1"
"2013-01-22","06001","Alameda County","CA","100.00","0.00","0.00","0.00","0.00","0.00","2013-01-22","2013-01-28","1"
"2013-01-15","06001","Alameda County","CA","100.00","0.00","0.00","0.00","0.00","0.00","2013-01-15","2013-01-21","1"
"2013-01-08","06001","Alameda County","CA","84.35","15.65","0.00","0.00","0.00","0.00","2013-01-08","2013-01-14","1"
"2013-01-01","06001","Alameda County","CA","84.42","15.58","0.00","0.00","0.00","0.00","2013-01-01","2013-01-07","1"
"2012-12-25","06001","Alameda County","CA","84.42","15.58","0.00","0.00","0.00","0.00","2012-12-25","2012-12-31","1"
"2012-12-18","06001","Alameda County","CA","84.42","15.58","0.00","0.00","0.00","0.00","2012-12-18","2012-12-24","1"
"2012-12-11","06001","Alameda County","CA","84.42","15.58","0.00","0.00","0.00","0.00","2012-12-11","2012-12-17","1"
"2012-12-04","06001","Alameda County","CA","5.70","94.30","10.92","0.00","0.00","0.00","2012-12-04","2012-12-10","1"
"2012-11-27","06001","Alameda County","CA","0.00","100.00","92.98","0.00","0.00","0.00","2012-11-27","2012-12-03","1"
"2012-11-20","06001","Alameda County","CA","0.00","100.00","92.98","0.00","0.00","0.00","2012-11-20","2012-11-26","1"
"2012-11-13","06001","Alameda County","CA","0.00","100.00","92.98","0.00","0.00","0.00","2012-11-13","2012-11-19","1"
"2012-11-06","06001","Alameda County","CA","0.00","100.00","92.98","0.00","0.00","0.00","2012-11-06","2012-11-12","1"
"2012-10-30","06001","Alameda County","CA","0.00","100.00","92.98","0.00","0.00","0.00","2012-10-30","2012-11-05","1"
"2012-10-23","06001","Alameda County","CA","0.00","100.00","92.98","0.00","0.00","0.00","2012-10-23","2012-10-29","1"
"2012-10-16","06001","Alameda County","CA","0.00","100.00","92.98","0.00","0.00","0.00","2012-10-16","2012-10-22","1"
"2012-10-09","06001","Alameda County","CA","0.00","100.00","93.29","0.00","0.00","0.00","2012-10-09","2012-10-15","1"
"2012-10-02","06001","Alameda County","CA","0.00","100.00","96.14","0.00","0.00","0.00","2012-10-02","2012-10-08","1"
"2012-09-25","06001","Alameda County","CA","0.00","100.00","96.14","0.00","0.00","0.00","2012-09-25","2012-10-01","1"
"2012-09-18","06001","Alameda County","CA","0.00","100.00","96.14","0.00","0.00","0.00","2012-09-18","2012-09-24","1"
"2012-09-11","06001","Alameda County","CA","0.00","100.00","95.36","0.00","0.00","0.00","2012-09-11","2012-09-17","1"
"2012-09-04","06001","Alameda County","CA","0.00","100.00","95.65","0.00","0.00","0.00","2012-09-04","2012-09-10","1"
"2012-08-28","06001","Alameda County","CA","0.00","100.00","96.24","0.00","0.00","0.00","2012-08-28","2012-09-03","1"
"2012-08-21","06001","Alameda County","CA","0.00","100.00","96.18","0.00","0.00","0.00","2012-08-21","2012-08-27","1"
"2012-08-14","06001","Alameda County","CA","0.00","100.00","96.18","0.00","0.00","0.00","2012-08-14","2012-08-20","1"
"2012-08-07","06001","Alameda County","CA","0.00","100.00","96.52","0.00","0.00","0.00","2012-08-07","2012-08-13","1"
"2012-07-31","06001","Alameda County","CA","0.00","100.00","96.52","0.00","0.00","0.00","2012-07-31","2012-08-06","1"
"2012-07-24","06001","Alameda County","CA","0.00","100.00","96.52","0.00","0.00","0.00","2012-07-24","2012-07-30","1"
"2012-07-17","06001","Alameda County","CA","0.00","100.00","96.52","0.00","0.00","0.00","2012-07-17","2012-07-23","1"
"2012-07-10","06001","Alameda County","CA","0.00","100.00","96.52","0.00","0.00","0.00","2012-07-10","2012-07-16","1"
"2012-07-03","06001","Alameda County","CA","0.00","100.00","96.23","0.00","0.00","0.00","2012-07-03","2012-07-09","1"
"2012-06-26","06001","Alameda County","CA","0.00","100.00","98.02","0.00","0.00","0.00","2012-06-26","2012-07-02","1"
"2012-06-19","06001","Alameda County","CA","0.00","100.00","98.02","0.00","0.00","0.00","2012-06-19","2012-06-25","1"
"2012-06-12","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-06-12","2012-06-18","1"
"2012-06-05","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-06-05","2012-06-11","1"
"2012-05-29","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-05-29","2012-06-04","1"
"2012-05-22","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-05-22","2012-05-28","1"
"2012-05-15","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-05-15","2012-05-21","1"
"2012-05-08","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-05-08","2012-05-14","1"
"2012-05-01","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-05-01","2012-05-07","1"
"2012-04-24","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-04-24","2012-04-30","1"
"2012-04-17","06001","Alameda County","CA","0.00","100.00","97.71","0.00","0.00","0.00","2012-04-17","2012-04-23","1"
"2012-04-10","06001","Alameda County","CA","0.00","100.00","100.00","91.31","0.00","0.00","2012-04-10","2012-04-16","1"
"2012-04-03","06001","Alameda County","CA","0.00","100.00","100.00","91.31","0.00","0.00","2012-04-03","2012-04-09","1"
"2012-03-27","06001","Alameda County","CA","0.00","100.00","100.00","91.31","0.00","0.00","2012-03-27","2012-04-02","1"
"2012-03-20","06001","Alameda County","CA","0.00","100.00","100.00","91.31","0.00","0.00","2012-03-20","2012-03-26","1"
"2012-03-13","06001","Alameda County","CA","0.00","100.00","100.00","100.00","0.00","0.00","2012-03-13","2012-03-19","1"
"2012-03-06","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-03-06","2012-03-12","1"
"2012-02-28","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-02-28","2012-03-05","1"
"2012-02-21","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-02-21","2012-02-27","1"
"2012-02-14","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-02-14","2012-02-20","1"
"2012-02-07","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-02-07","2012-02-13","1"
"2012-01-31","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-01-31","2012-02-06","1"
"2012-01-24","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-01-24","2012-01-30","1"
"2012-01-17","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-01-17","2012-01-23","1"
"2012-01-10","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-01-10","2012-01-16","1"
"2012-01-03","06001","Alameda County","CA","0.00","100.00","100.00","0.00","0.00","0.00","2012-01-03","2012-01-09","1"
"2011-12-27","06001","Alameda County","CA","0.00","100.00","0.00","0.00","0.00","0.00","2011-12-27","2012-01-02","1"
"2011-12-20","06001","Alameda County","CA","100.00","0.00","0.00","0.00","0.00","0.00","2011-12-20","2011-12-26","1"
"2011-12-13","06001","Alameda County","CA","100.00","0.00","0.00","0.00","0.00","0.00","2011-12-13","2011-12-19","1"
